date,greyhound,weight_kg
2026-09-13,ROADS END,32.2
2026-09-13,ROARING ENGINE,31.9
2026-09-13,ROCKET SCIENCE,33.1
2026-09-13,ROYCE VAN WINKLE,31.8
2026-09-13,RUNWAY BLUE,28.1
2026-09-13,SAFFRON MONSOON,26.0
2026-09-13,SAILAWAY GIN,28.4
2026-09-13,SANDY MIKADO,26.3
2026-09-13,SANTANA BOY,35.0
2026-09-13,SCOTT GNARLY,28.3
2026-09-13,SCOTT GREYSCALE,31.0
2026-09-13,SCOTT IMPOSTER,31.3
2026-09-13,SCOUT ACE,28.3
2026-09-13,SECRET'S FREE,27.3
2026-09-13,SHIMA BLUSH,33.8
2026-09-13,SKI BOOTS,35.5
2026-09-13,SLICK NITRO,26.8
2026-09-13,SMART AS YOU,36.4
2026-09-13,SMART ROSCOE,32.4
2026-09-13,SMILING LILY,26.2
2026-09-13,SPIRALLING,34.1
2026-09-13,SPRING MILES,31.9
2026-09-13,STARLET BALE,27.7
2026-09-13,STARTING OUT,33.5
2026-09-13,STIDHAM NEBRASKA,31.4
2026-09-13,STORM BREWING,26.2
2026-09-13,STREET LEGAL,31.1
2026-09-13,SUMMER KOBIE,33.4
2026-09-13,TAILS OF TERROR,26.4
2026-09-13,TAKE HIS CASH,30.6
2026-09-13,TARBHACH,35.8
2026-09-13,TREBLE BEERS,33.1
2026-09-13,TROPIC MAN,40.5
2026-09-13,UNCLE STILTSKIN,33.2
2026-09-13,URANA ORBIT,34.5
2026-09-13,VALENZUELA,35.2
2026-09-13,VESTA BALE,27.8
2026-09-13,VODKA AND ICE,31.5
2026-09-13,WANT SOME,30.7
2026-09-13,WAX OFF,33.8
2026-09-13,WEBLEC JOEL,31.0
2026-09-13,WHISKEY WHISKERS,34.7
2026-09-13,WHY NOT IRIS,28.4
2026-09-13,WHY NOT OLIVIA,28.0
2026-09-13,WYONG HOUSTON,26.2
2026-09-13,XARA NAVY,33.7
2026-09-13,XARA'S KEITH,35.7
2026-09-13,XARA'S LEON,36.2
2026-09-13,YALE DEAN,38.2
2026-09-13,ZIPPING ANDORA,28.3
2026-09-13,ZIPPING KOSTER,28.6
2026-09-13,ZIPPING NUTTALL,25.3
2026-09-13,ZIPPING SANDCHEZ,33.8
2026-09-13,ZIPPING SINGH,33.8
2026-09-14,ADHANA ROY,31.7
2026-09-14,AGENT TWENTY ONE,32.3
2026-09-14,AKINA JACK,35.2
2026-09-14,AKINA RUPEE,35.2
2026-09-14,AKINA SARI,31.6
2026-09-14,ALFIE TANGO,37.5
2026-09-14,ALOFT,36.7
2026-09-14,ALWAYS SPEEDY,27.7
2026-09-14,AMRON MICK,32.5
2026-09-14,ANALYZATION,34.9
2026-09-14,ANCONA,30.4
2026-09-14,ANGRY MURRAY COD,33.2
2026-09-14,ANNIE'S REGRET,26.7
2026-09-14,ANTHOLOGY,32.9
2026-09-14,ANY ACE BRONTE,24.9
2026-09-14,APACHE GOLD,30.5
2026-09-14,ARCHER SWEET,33.7
2026-09-14,ASCEND IGLOO,34.6
2026-09-14,ASSUME FLOPPY,32.1
2026-09-14,ASTON ABRAFO,33.4
2026-09-14,ASTON COMMANDER,33.6
2026-09-14,ASTON ELLIE,27.2
2026-09-14,ASTON EXCESS,35.2
2026-09-14,ASTON HOPKINS,36.0
2026-09-14,ASTON JOSEPH,34.6
2026-09-14,ASTON KILLARA,25.6
2026-09-14,ASTON KRISTEN,26.8
2026-09-14,ASTON MAJOR,32.6
2026-09-14,ASTON MANDLA,31.7
2026-09-14,ASTON NEUTRON,35.3
2026-09-14,ASTON OSTUNI,28.0
2026-09-14,ASTON TIMPANA,28.1
2026-09-14,ASTON VALHALLA,28.9
2026-09-14,ASTOR ONES,28.3
2026-09-14,ATHENS AURA,24.2
2026-09-14,ATTICUS,28.1
2026-09-14,AUNTY CHERYL,28.8
2026-09-14,AUTUMN ROSE,26.5
2026-09-14,BAMBI'S PRIDE,28.4
2026-09-14,BAMBOO RUPEE,28.1
2026-09-14,BAROOGA JIM,32.0
2026-09-14,BAROOGA KING,34.1
2026-09-14,BEAUTY BEAST,32.4
2026-09-14,BELAIR BLUE,31.1
2026-09-14,BELLY RUBS,35.1
2026-09-14,BEN SHIRAZ,33.3
2026-09-14,BERRINGA PADDY,28.0
2026-09-14,BEYOND EASY,31.2
2026-09-14,BICEP,31.9
2026-09-14,BIG BARREL,34.2
2026-09-14,BITTY BUT,24.4
2026-09-14,BLACK ATMOS,31.9
2026-09-14,BLACK XENA,28.7
2026-09-14,BLACKBERRY JUICE,29.9
2026-09-14,BLAME KARISSA,27.1
2026-09-14,BLAZING BLUE ICE,28.2
2026-09-14,BONNIE BEAUTIFUL,26.0
2026-09-14,BORACAY BELLA,28.9
2026-09-14,BOUNDING CHIEF,36.6
2026-09-14,BRAGGING RIGHTS,32.1
2026-09-14,BREAKING CURFEW,24.0
2026-09-14,BRIMSON BANNER,28.1
2026-09-14,BRINDLE SURPRISE,33.4
2026-09-14,BROKEN HALO,35.2
2026-09-14,BROTHER BUB,31.4
2026-09-14,BROTHER EASY,30.5
2026-09-14,BUBBA RAY BANNER,31.2
2026-09-14,BUCK SHINES,37.0
2026-09-14,BULA,31.4
2026-09-14,BULL ROSE,32.4
2026-09-14,BUN QUAKE,30.5
2026-09-14,CALABRESE,31.7
2026-09-14,CALCEUS,30.3
2026-09-14,CAN DO GRACE,25.6
2026-09-14,CAN SHE YAP,27.9
2026-09-14,CARNIVAL KID,33.7
2026-09-14,CATCH SOME RAYS,36.0
2026-09-14,CHAIN DRIVE,33.0
2026-09-14,CHEEKY ALESSIA,29.5
2026-09-14,CHEEKY MEEKI,28.6
2026-09-14,CHEEKY MILA,28.4
2026-09-14,CHEEKY TEMPER,25.7
2026-09-14,CHEER FOR DITTO,31.5
2026-09-14,CHIEF HAMISH,33.9
2026-09-14,CHILL OUT PLATE,30.8
2026-09-14,CINDY CABANG,30.7
2026-09-14,CLARETOWN BLUEY,36.4
2026-09-14,CLEAR SLATE,31.7
2026-09-14,COLLECTIVE KAOS,29.9
2026-09-14,COMANCHE CHIEF,33.5
2026-09-14,COME ON FOX,28.6
2026-09-14,COMEBACK CHARLIE,30.3
2026-09-14,COMMANCHE JACK,31.0
2026-09-14,CONUS,36.5
2026-09-14,CRACKERJACK GREG,32.5
2026-09-14,CRACKERJACK LES,34.7
2026-09-14,CREATIVITY,32.8
2026-09-14,CRIKEY MATE,29.1
2026-09-14,CRUISING NAT,28.1
2026-09-14,CRUSH YOUR RUSH,33.5
2026-09-14,CRUZADO,37.2
2026-09-14,CUCUZZA,31.2
2026-09-14,CUMULATE,34.1
2026-09-14,DADDY COOL,35.0
2026-09-14,DAINTREE GAV,34.3
2026-09-14,DAINTREE MAGGIE,32.6
2026-09-14,DAINTREE RON,29.8
2026-09-14,DAINTREE SPIRIT,29.6
2026-09-14,DARING BANDIT,28.3
2026-09-14,DARK MIRACLE,32.5
2026-09-14,DASH EXPRESS,33.1
2026-09-14,DASH INTENTION,25.0
2026-09-14,DAZZLING DYNAMO,32.5
2026-09-14,DEAL 'EM HIGH,27.6
2026-09-14,DEL AMITRI,31.6
2026-09-14,DELATITE BEAST,34.0
2026-09-14,DESTINI KADALI,27.1
2026-09-14,DESTINI LORENZO,33.8
2026-09-14,DEVIL'S SYMPATHY,31.0
2026-09-14,DIMORA PATCH,33.4
2026-09-14,DIMORA STRIPEY,26.0
2026-09-14,DIRTY FERNANDO,32.7
2026-09-14,DIVOT,31.1
2026-09-14,DOONGALLA EVE,27.8
2026-09-14,DOONGALLA JUSTIN,32.7
2026-09-14,DOONGALLA SHAZIA,24.9
2026-09-14,DR. AURORA,28.7
2026-09-14,DR. AXEL,33.3
2026-09-14,DR. BURMA,25.2
2026-09-14,DR. DOLORES,26.3
2026-09-14,DR. EXCLAIM,37.3
2026-09-14,DR. FALLON,28.0
2026-09-14,DR. FANATICAL,37.9
2026-09-14,DR. LEVIATE,28.4
2026-09-14,DR. LOUIS,31.9
2026-09-14,DR. ODIN,33.2
2026-09-14,DR. POSEIDON,30.6
2026-09-14,DR. TANYA,25.8
2026-09-14,DR. WARREN,36.1
2026-09-14,DR. YORK,31.5
2026-09-14,DR. ZAIDEN,31.4
2026-09-14,DROP FIFTY,35.2
2026-09-14,DUNDEE SKYE,28.6
2026-09-14,EAGLE TEGAN,26.6
2026-09-14,ELECTRA OPAL,26.4
2026-09-14,ELECTROJET,32.7
2026-09-14,ELEVATE,32.4
2026-09-14,ELEVENTH SCOTCH,31.7
2026-09-14,ELITE INTENTION,33.0
2026-09-14,ELSWYK SID,35.0
2026-09-14,ENERGY KISS,30.4
2026-09-14,ESPECIAL KAI,32.4
2026-09-14,EVENTFUL DASH,27.9
2026-09-14,EVIL EYE,35.0
2026-09-14,EXCITABLE DASH,26.5
2026-09-14,EXTREMITY,34.1
2026-09-14,EZARD DASH,28.2
2026-09-14,FADE OUT,27.8
2026-09-14,FERNLEY GIRL,28.1
2026-09-14,FERRET'S KNOCK,26.8
2026-09-14,FIRE RATED,34.8
2026-09-14,FLASH OF GENIUS,32.8
2026-09-14,FLYING BESSIE,27.9
2026-09-14,FLYING BOSS,24.6
2026-09-14,FLYING ROGUE,27.3
2026-09-14,FLYING SARA,28.9
2026-09-14,FLYWHEEL JESS,25.7
2026-09-14,FOLLOW THAT TUNE,30.6
2026-09-14,FORGETTING,25.5
2026-09-14,FRANKIE'S ROCKET,30.8
2026-09-14,FREE STATE,24.9
2026-09-14,FRIDA SCIENCE,25.0
2026-09-14,FULL BORE BUSTER,31.4
2026-09-14,FULL BORE LISA,29.5
2026-09-14,FULL NOISE,33.6
2026-09-14,FURIOUS FALCON,32.7
2026-09-14,GLOWING,29.9
2026-09-14,GO BARBARA,27.1
2026-09-14,GO FISH,33.5
2026-09-14,GO PIKACHU,34.8
2026-09-14,GO STEVIE,33.6
2026-09-14,GOBLIN,26.1
2026-09-14,GOLD STRIPES,32.1
2026-09-14,GOLD TAG,30.9
2026-09-14,GOOD ODDS ROCKY,35.9
2026-09-14,GOT A MESSAGE,31.2
2026-09-14,GRAFFITI,34.8
2026-09-14,GRAVITY SHIFT,33.2
2026-09-14,GRUMPY LION,33.3
2026-09-14,GUNAI ASH,23.6
2026-09-14,GUNAI RAMBO,32.7
2026-09-14,HABITAT,26.2
2026-09-14,HAMMER ROSE,31.4
2026-09-14,HAPPY BUDDHA,32.6
2026-09-14,HAPPY CHICK,26.5
2026-09-14,HARTLAND WILLOW,27.2
2026-09-14,HAY RILEY,30.0
2026-09-14,HEAVENLY STUN ON,29.3
2026-09-14,HER TWELVE STEP,28.7
2026-09-14,HOLLY BLUE GIRL,25.6
2026-09-14,HOLLY ROSE,28.0
2026-09-14,HONEY STIRRER,30.3
2026-09-14,HOT SUMMER SKY,28.0
2026-09-14,HOW HIGH,29.8
2026-09-14,IAN ALBERT,32.6
2026-09-14,ILIUM,25.9
2026-09-14,IMAGINATION,38.6
2026-09-14,IMPETUOUSLY,29.1
2026-09-14,IMPRESS JOE,28.6
2026-09-14,INDY GRANT,27.7
2026-09-14,INDY'S CHARM,30.4
2026-09-14,INGA RYDER,30.0
2026-09-14,IS HE LUCKY,33.6
2026-09-14,IT'S A CHAPPLE,29.4
2026-09-14,IT'S BUBBLE TIME,30.5
2026-09-14,IT'S LATE,29.5
2026-09-14,IT'S SOYSAGES,31.7
2026-09-14,JACKPOT CASH,28.0
2026-09-14,JET SPRINT,37.2
2026-09-14,JETSTREAM ICON,32.8
2026-09-14,JILLIBY PIXIE,28.0
2026-09-14,JOAN'S GEM,28.9
2026-09-14,JOEY THE JET,35.9
2026-09-14,JOHNNY'S REVENGE,35.0
2026-09-14,JUMBUK FUNI,26.0
2026-09-14,JUMBUK WANG WANG,28.8
2026-09-14,JUNGLE FIREBALL,35.6
2026-09-14,JUST BREATHE,34.1
2026-09-14,JUST QUICKLY,28.4
2026-09-14,JUST THIRTY DAYS,34.0
2026-09-14,KANSAS RAIDER,33.9
2026-09-14,KATE'S RIFT,26.6
2026-09-14,KEIJON BARNY,30.0
2026-09-14,KIOWA ICON,28.9
2026-09-14,KOBE ROSE,36.9
2026-09-14,KRAKEN MAIN,26.8
2026-09-14,KRAKEN SANDY,34.4
2026-09-14,KRAKEN WESTERN,31.4
2026-09-14,LACRIMAL,31.4
2026-09-14,LADY GUNAI,28.2
2026-09-14,LAKEVIEW LIAM,35.9
2026-09-14,LAKEVIEW MITCH,37.3
2026-09-14,LAKEVIEW SKY,28.3
2026-09-14,LAKEVIEW TRACKER,33.5
2026-09-14,LASERHAWK,33.0
2026-09-14,LEKTRA HOPPER,32.8
2026-09-14,LEKTRA STING,32.9
2026-09-14,LEMNOS LASS,28.1
2026-09-14,LES NORTON,30.3
2026-09-14,LIES YOU SOLD,33.6
2026-09-14,LIL COCKATOO,26.5
2026-09-14,LILLY ZOOM,27.1
2026-09-14,LILLY'S WISH,23.4
2026-09-14,LILY PIG,28.6
2026-09-14,LINDENOW BUFFY,27.3
2026-09-14,LITTLE ARUGULA,25.0
2026-09-14,LITTLE WEASEL,26.3
2026-09-14,LIVE FOREVER,25.1
2026-09-14,LOCO BOOM,31.7
2026-09-14,LOOK AT KATH,26.1
2026-09-14,LOUD MOUTH LOUIE,33.9
2026-09-14,LOUIE LOUIE,33.6
2026-09-14,LOVE NOTE,27.3
2026-09-14,LUMBAR,26.1
2026-09-14,LUNA'S GIRL,32.9
2026-09-14,LUNAR MISSILE,27.8
2026-09-14,MABEL LEE ROSE,26.6
2026-09-14,MACKENZIE ROSE,27.2
2026-09-14,MAD HATTER ROSE,28.6
2026-09-14,MADAM SERIOUS,30.2
2026-09-14,MAGIC BULLSEYE,30.6
2026-09-14,MAJOR ILLUSION,33.9
2026-09-14,MAJOR JEALOUS,30.7
2026-09-14,MALAKAI ROSE,33.9
2026-09-14,MANA'S WAY,31.0
2026-09-14,MARKET JET,37.8
2026-09-14,MATILDA ROSE,27.8
2026-09-14,MAX PEARL,30.4
2026-09-14,MAXIMUM ELLY,28.4
2026-09-14,MAXIMUM PENALTY,29.8
2026-09-14,MAXIMUM RUBY,26.1
2026-09-14,MAXIMUM SILVER,28.0
2026-09-14,MEPUNGA SANDY,28.0
2026-09-14,MIDNIGHT TEARS,27.2
2026-09-14,MIGHTY MIKADO,33.7
2026-09-14,MILE A MINUTE,36.7
2026-09-14,MISS  KIT,27.4
2026-09-14,MISS JAZZ,25.6
2026-09-14,MISS JECKELL,28.5
2026-09-14,MISS MY BROTHER,28.4
2026-09-14,MISS ROGUE,27.3
2026-09-14,MISS SUNDOWN,29.0
2026-09-14,MISTER MANFREDI,36.7
2026-09-14,MISTY BLUE,24.4
2026-09-14,MONARCH,29.2
2026-09-14,MONUMENT,32.0
2026-09-14,MOONLIGHT JAZZ,26.7
2026-09-14,MORAINE DAMIAN,33.1
2026-09-14,MORAINE GRACE,28.0
2026-09-14,MORAINE KOBY,34.0
2026-09-14,MORAINE QUINN,27.7
2026-09-14,MORAINE TREVOR,31.4
2026-09-14,MORNING,33.3
2026-09-14,MOSI,35.4
2026-09-14,MR. BLUEY LEE,32.1
2026-09-14,MR. OLAF,34.4
2026-09-14,MR. PRESIDENT,35.9
2026-09-14,MR. WALSH,35.0
2026-09-14,MRS. CHIVES,26.2
2026-09-14,MRS. TIGGYWINKLE,28.6
2026-09-14,MUG SCIENCE,31.9
2026-09-14,MUMS PEARL,30.5
2026-09-14,MUSTANG SABRINA,23.4
2026-09-14,MY MIRROR QUEEN,27.4
2026-09-14,MYOLA DUSK,28.7
2026-09-14,MYOLA THALIA,28.6
2026-09-14,MYOLA THUNDER,32.3
2026-09-14,MYSTIC DANCER,28.4
2026-09-14,MYSTIC PHARAOH,30.6
2026-09-14,NANGAR MACIE,24.9
2026-09-14,NEGATIVE NIBBS,34.9
2026-09-14,NEW SHERIFF,36.6
2026-09-14,NO EXIT,37.4
2026-09-14,NO STOP SIGNS,34.7
2026-09-14,NOLAN BALE,29.6
2026-09-14,NOSEY PARKER,35.6
2026-09-14,NOT PERFECT,35.3
2026-09-14,NUNNIONG GOLD,25.7
2026-09-14,ODDLY COOL,34.5
2026-09-14,OFF THE BEER,34.1
2026-09-14,OH BISCUIT,26.7
2026-09-14,OKAY ALF,35.3
2026-09-14,OLD HABITS,33.7
2026-09-14,OMEGA KIANNA,24.3
2026-09-14,ON SONG ICE,32.4
2026-09-14,ONE KNEE NONI,31.9
2026-09-14,ONE SUGAR,27.9
2026-09-14,PATRIOT BURST,33.9
2026-09-14,PAW ALLESANDRA,27.4
2026-09-14,PAW CORA,26.5
2026-09-14,PAW EDEN,28.4
2026-09-14,PAW ERIS,27.2
2026-09-14,PAW INFLAME,33.0
2026-09-14,PAW INGRID,27.4
2026-09-14,PAW IROHA,29.1
2026-09-14,PAW JAMILA,26.2
2026-09-14,PAW JELANI,33.2
2026-09-14,PAW JERRY,32.4
2026-09-14,PAW KENTA,29.6
2026-09-14,PAW KIPLIN,32.4
2026-09-14,PAW LONDON,25.6
2026-09-14,PAW MINTY,24.2
2026-09-14,PAW NORBERT,36.3
2026-09-14,PAW OPERA,27.0
2026-09-14,PAW PASCAL,36.1
2026-09-14,PAW QUANDA,28.1
2026-09-14,PAW RIVAL,31.9
2026-09-14,PAW VINCE,30.4
2026-09-14,PAW VITALI,28.7
2026-09-14,PAW WALDO,34.4
2026-09-14,PAW WHISPER,25.3
2026-09-14,PAW WONDER,30.3
2026-09-14,PAW XANTHIE,26.3
2026-09-14,PAW XELA,25.2
2026-09-14,PAW ZANY,25.2
2026-09-14,PAW ZENITH,33.0
2026-09-14,PEAKY AVENGER,27.0
2026-09-14,PENNY'S LEGACY,24.3
2026-09-14,PEPPER PIE,29.9
2026-09-14,PERFECT RATIO,28.7
2026-09-14,PERIODICAL,31.7
2026-09-14,PICCOLINO,24.6
2026-09-14,PLAIN SAINT,33.7
2026-09-14,POINT BREAK,33.7
2026-09-14,POINT THE FINGER,29.5
2026-09-14,PORANGI MOOSE,31.8
2026-09-14,POWER AFFECT,31.1
2026-09-14,POWER EDITION,32.7
2026-09-14,POWER PLAY,32.0
2026-09-14,PRETTY PANAMA,27.8
2026-09-14,PRICKLE,28.4
2026-09-14,QUEST FOR STYLE,27.9
2026-09-14,RAGING ELSA,28.3
2026-09-14,RAGING STORM,32.8
2026-09-14,RAKIN' IT IN,33.0
2026-09-14,RANGER RIOT,34.0
2026-09-14,RAVEN XANDER,29.3
2026-09-14,REANNA'S PRIDE,27.0
2026-09-14,REBEL THINKER,29.2
2026-09-14,RELATABLE,37.6
2026-09-14,REMARKS,29.9
2026-09-14,REMI RIOT,25.3
2026-09-14,REV KEN,33.8
2026-09-14,RIGHT PATH,31.8
2026-09-14,RING,34.7
2026-09-14,RITA SKEETER,28.9
2026-09-14,ROADS END,32.2
2026-09-14,ROARING ENGINE,31.9
2026-09-14,ROCKET SCIENCE,33.1
2026-09-14,ROLLING EXPRESS,31.0
2026-09-14,RUXTON GIRL,26.0
2026-09-14,SAILAWAY GIN,28.4
2026-09-14,SAINT JADE,27.2
2026-09-14,SAINT MICK,31.5
2026-09-14,SAINT RAINE,27.3
2026-09-14,SALTY SNOOP,31.9
2026-09-14,SANDY MIKADO,26.3
2026-09-14,SANTANA BOY,35.0
2026-09-14,SASSY LAD,34.8
2026-09-14,SCOTT GREYSCALE,31.0
2026-09-14,SCOTT VICIOUS,30.6
2026-09-14,SCOUT ACE,28.3
2026-09-14,SECRET'S FREE,27.3
2026-09-14,SEVEN SAMURAI,34.0
2026-09-14,SHAGGY PRINCESS,28.4
2026-09-14,SHE'S ALLURING,26.6
2026-09-14,SHEIKH OF TWEAK,31.4
2026-09-14,SHOOTERS PROJECT,32.7
2026-09-14,SHOULD BE QUEEN,25.3
2026-09-14,SHREK'S BROTHER,33.3
2026-09-14,SHY CABANG,31.4
2026-09-14,SILKEN KENNEDY,29.8
2026-09-14,SKI BOOTS,35.5
2026-09-14,SMALLER ACTS,40.0
2026-09-14,SMART AS YOU,36.4
2026-09-14,SMART ROSCOE,32.4
2026-09-14,SMILEY MIA,24.9
2026-09-14,SMILING LILY,26.2
2026-09-14,SNAPPER HEAD,29.2
2026-09-14,SNAPS,30.5
2026-09-14,SNOWBALL ONE,26.8
2026-09-14,SO SAY ME,29.0
2026-09-14,SOLAR JESSIE,25.8
2026-09-14,SOLAR TESS,26.0
2026-09-14,SOUTH THAILAND,31.0
2026-09-14,SPARK LIGHTNING,30.9
2026-09-14,SPRING LAVER,34.8
2026-09-14,STAR BLUEY,32.2
2026-09-14,STAR MELI,27.2
2026-09-14,STARBRIGHT HUD,28.9
2026-09-14,STARTING OUT,33.5
2026-09-14,STIPULATED,21.9
2026-09-14,STORM,27.8
2026-09-14,STORM BREWING,26.2
2026-09-14,STORM COMING,32.0
2026-09-14,STREET LEGAL,31.1
2026-09-14,SUMMER HAIL,28.7
2026-09-14,SUMMER KOBIE,33.4
2026-09-14,SUNNY STRIDE,34.2
2026-09-14,SUPER CEVICHE,28.7
2026-09-14,SUPER MAX,36.4
2026-09-14,SUPER SAM,31.6
2026-09-14,SUPER SEALANT,31.6
2026-09-14,SUSTAINABLE,25.4
2026-09-14,TAG ALONG,32.0
2026-09-14,TAILS OF TERROR,26.4
2026-09-14,TAKE HIS CASH,30.6
2026-09-14,TALLANGATTA,33.0
2026-09-14,TALTARNI BLUE,30.1
2026-09-14,TALTARNI LANE,27.9
2026-09-14,TALTARNI SUZY,28.3
2026-09-14,THERMAL FIRE,27.4
2026-09-14,THREE VOTES NICK,31.4
2026-09-14,TIGER MOTH,32.4
2026-09-14,TINKER RAYS,31.0
2026-09-14,TINKER SPOT,27.2
2026-09-14,TO PERU,27.7
2026-09-14,TOSS IT UP,28.6
2026-09-14,TOUCH OF SIN,25.5
2026-09-14,TRACKING YOU,32.5
2026-09-14,TREBLE BEERS,33.1
2026-09-14,TROPIC MAN,40.5
2026-09-14,TRUE RAGE,31.0
2026-09-14,TURN UP TURBO,33.4
2026-09-14,TWICE THE IMPACT,27.3
2026-09-14,ULTRA PUB RUN,32.0
2026-09-14,UNITED GEORGE,31.0
2026-09-14,UNIVERSE,32.8
2026-09-14,VALLETTA PEARL,26.9
2026-09-14,VERA JAKIT,29.3
2026-09-14,VESTA BALE,27.8
2026-09-14,VICE LIKE GRIP,31.3
2026-09-14,VIKING RULER,31.1
2026-09-14,WANGARATTA QUEEN,30.4
2026-09-14,WANT SOME,30.7
2026-09-14,WAX OFF,33.8
2026-09-14,WEST END BOY,34.7
2026-09-14,WESTAR LEO,34.3
2026-09-14,WHAT CLASS,26.2
2026-09-14,WHAT ODDS BILLY,32.5
2026-09-14,WHIRLWIND NISEKO,32.7
2026-09-14,WHY MUMMY,30.9
2026-09-14,WHY NOT IRIS,28.4
2026-09-14,WHY NOT OLIVIA,28.0
2026-09-14,WILBERT,30.3
2026-09-14,WIZARD WATSON,35.4
2026-09-14,YOUNG RUFUS,30.8
2026-09-14,ZAMBADA ICON,33.4
2026-09-14,ZAWADI,28.3
2026-09-14,ZENYATTA,28.8
2026-09-14,ZIPPING BANGALOW,32.5
2026-09-14,ZIPPING CHOI,30.4
2026-09-14,ZIPPING LILO,28.0
2026-09-14,ZIPPING NUTTALL,25.3
2026-09-14,ZIPPING POPYRIN,33.2
2026-09-14,ZIPPING SANDCHEZ,33.8
2026-09-14,ZIPPING UNA,30.8
2026-09-14,ZORBAY,26.9
